DayJulian	time_numeric	Temp	Snet	VPD	WS
444	16.5	27.8	445.9	1.1324737857205	4.8
444	17	27.6	283.7	1.04543909227573	4
444	17.5	27.3	175.7	0.947389594150287	3.6
444	18	27.2	69.8	0.923810370954983	4
444	18.5	26.9	39.8	0.836772947782896	3.3
445	7	25.5	7.6	0.616935939484676	2.7
445	7.5	25.8	78.7	0.701115198675281	3.2
445	8	26	79.1	0.729641197518162	3.3
445	8.5	26.2	147.4	0.71110020499047	3.1
445	9	26.5	131.4	0.806915834307727	3.9
445	9.5	26.8	291.1	0.853017738721283	3.3
445	10	27.2	423.4	0.995983056185841	5.6
445	10.5	27.6	631.1	1.08607453402496	4.8
445	11	27.7	571.8	1.17418614877147	5.4
445	11.5	27.8	568.9	1.15489900920011	4.6
445	12	27.9	565.5	1.18421302367916	5
445	12.5	27.9	518.1	1.15789717870851	4.9
445	13	27.8	537.1	1.1362113229671	5.5
445	13.5	27.9	502.9	1.10526548876721	4.8
445	14	27.3	431.6	0.85301361925409	4.9
445	14.5	27.1	191.5	0.72468134480987	3.5
445	15	27.1	291	0.803607035828767	4.5
445	15.5	27.1	239.6	0.807194567238716	4.7
445	16	26.6	183.4	0.668855452061098	4.2
445	16.5	25.9	165.2	0.401107229765637	3.5
445	17	25.6	139.8	0.331648329137532	4.1
445	17.5	26.2	118.8	0.561394898676687	4.8
445	18	26.2	64.4	0.564797292002	4.5
445	18.5	26.1	18.2	0.568234135127394	4.6
446	7	25.8	11	0.558233902262783	3.5
446	7.5	26	82.5	0.675842768208067	3.7
446	8	26.3	153.5	0.691353913794745	3.4
446	8.5	26.8	220.6	0.712023071164047	3.6
446	9	27	339.4	0.756105668258234	4.2
446	9.5	27.6	471.1	1.02327430586706	4.4
446	10	27.6	486.1	1.07499214082063	5.5
446	10.5	27.5	500.8	1.03199866818129	5.6
446	11	27.6	388	1.00849778159461	5.4
446	11.5	26.9	330.6	0.702038320597514	5.2
446	12	27.4	425.2	0.916442328236352	5.9
446	12.5	27.8	563.7	1.18853684441953	6.6
446	13	28.1	656.8	1.25895165634109	6.6
446	13.5	28.3	709	1.28523248703612	5.4
446	14	28.3	546.1	1.22751246516324	4.6
446	14.5	28.2	646.4	1.23569593138316	5.3
446	15	28.3	572.8	1.26984048120336	5.8
446	15.5	28.1	516.4	1.22472034242245	5.3
446	16	28.2	557.6	1.17448498741371	4.9
446	16.5	27.9	431.1	1.16165658513289	5.9
446	17	27.9	333.4	1.14285955301099	5.2
446	17.5	27.7	206.3	1.09615479078349	5.1
446	18	27.3	90.8	0.889312071137243	3.6
446	18.5	27	29	0.716873770376911	3.8
447	7	25.5	13.2	0.541859079124107	2.6
447	7.5	25.7	73.3	0.525206126500227	2.3
447	8	26.2	164.5	0.632845158508265	2.6
447	8.5	26.9	296.1	0.826136003531418	3.9
447	9	27.3	430.9	0.98368804603344	3.9
447	9.5	27.1	298	0.914820509537212	4.1
447	10	27.5	434.1	1.02832607505609	3.8
447	10.5	26.4	414	0.640360595073872	4.2
447	11	26.3	427.3	0.492846354388333	3.7
447	11.5	26.8	774.5	0.630951137318635	3.5
447	12	27.9	847.5	1.14661895943537	5.5
447	12.5	28.3	885.8	1.28523248703612	4.5
447	13	28.2	838.2	1.26630140336788	5.1
447	13.5	28.4	876.9	1.34691040016856	4.1
447	14	28.3	583.6	1.35064851182539	4.2
447	14.5	27.6	532.6	1.01588604373083	5
447	15	27.8	385.6	1.03903535455544	3.6
447	15.5	27.8	539.9	1.22964975413216	4.6
447	16	27.9	496	1.25564174574234	4.4
447	16.5	27.9	463.9	1.24060412004483	5.1
447	17	27.9	426.6	1.25188233931796	4.3
447	17.5	27.6	255.5	1.07868627188874	3.7
447	18	27.2	87.8	0.905767199647268	3.8
447	18.5	26.8	24.9	0.800144738387319	3.2
448	7	23.5	9.7	0.231681430809668	0.7
448	7.5	23.6	78.6	0.247649729912028	1.2
448	8	24.8	191.1	0.403892581660153	0.8
448	8.5	24.9	308.4	0.305520115941026	0.9
448	9	26.7	408.5	0.602720942898667	1
448	9.5	26.9	453.6	0.716220912932818	2.3
448	10	27.3	403.7	0.969168665280179	3.6
448	10.5	27.9	646.1	1.18421302367916	3.4
448	11	27.9	854.1	1.18797243010353	4.7
448	11.5	26.9	271.6	0.889957669040283	4.5
448	12	25.8	348.8	0.505068768713947	2.7
448	12.5	27.6	788.9	1.04174496120762	3.9
448	13	28.4	794.6	1.40883731511884	4.2
448	13.5	28.1	774.8	1.26275513566538	4.5
448	14	28.4	799.7	1.39722601856566	4.4
448	14.5	28.4	862.8	1.43593034040958	5
448	15	28.4	681.2	1.39722601856566	4.6
448	15.5	28.3	686.8	1.31601649870166	4.7
448	16	28.2	581.8	1.28160413936024	4
448	16.5	28	411.8	1.25163908329526	4.1
448	17	27.9	374.3	1.22932590077169	4.2
448	17.5	27.7	280.7	1.22249127514498	4.3
448	18	27.4	134.4	1.08074473768112	4.2
448	18.5	27	43.2	1.00576320023029	4
449	7	24.5	12.9	0.55970603862571	0.9
449	7.5	24	45.8	0.370076452146862	1.3
449	8	23.3	47	0.248931071685654	3.3
449	8.5	23.9	128.9	0.385658934726047	2.5
449	9	24.8	293.6	0.441463984605283	2
449	9.5	26.1	479.5	0.625734017848618	3.2
449	10	26.9	598.4	0.865138132453503	3.8
449	10.5	27.3	503.7	1.00183727197502	3.7
449	11	27.1	355.5	0.993746200556109	3.9
449	11.5	27.5	621.1	1.1715572069389	4.8
449	12	27.5	426.8	1.1605394275633	4
449	12.5	27.6	447.2	1.25600456315812	4.7
449	13	27.4	444	1.17932618334797	4.3
449	13.5	27.5	490.9	1.1972653588153	4
449	14	27.7	768	1.2745121804703	5
449	14.5	27.8	576	1.3081380363108	4.9
449	15	27.8	474.2	1.32682572254382	5
449	15.5	27.6	432.9	1.26339282529435	4.8
449	16	27.6	508.6	1.26708695636246	4.9
449	16.5	27.6	505.7	1.3114165291798	5.7
449	17	27.4	374.7	1.28886112297782	5.2
449	17.5	27.3	229.8	1.27044581591035	4.6
449	18	27	126.5	1.18052347261073	4
449	18.5	26.7	52.9	1.06177003312963	3.4
450	7	24.4	12.8	0.473827756267391	2.4
450	7.5	24.7	87.9	0.529092014918072	2.4
450	8	25.1	176.4	0.564182041439439	1.8
450	8.5	25.7	238.8	0.624301622066308	2.5
450	9	26.3	259.7	0.78034006111486	4.1
450	9.5	26.7	414.4	0.798955668493581	3.4
450	10	27.5	655.4	1.2119557313161	4.1
450	10.5	27.8	741	1.27076266384478	3.5
450	11	27.7	616.8	1.21505971724136	4.3
450	11.5	28.1	892	1.31980732552978	3.8
450	12	28.1	813.6	1.31980732552978	3.8
450	12.5	28.2	662.2	1.42698013128767	3.8
450	13	28.4	850.8	1.41270774730323	4.4
450	13.5	28.5	891.8	1.42093648019834	3.7
450	14	28.2	702.9	1.25099866737552	4.4
450	14.5	28.3	846.6	1.29292848995251	4.1
450	15	28	503.1	1.23273214850228	4.3
450	15.5	27.9	596.3	1.28571699713737	4.6
450	16	27.8	520	1.27450020109138	5.4
450	16.5	27.5	364.5	1.1789023931893	4.9
450	17	27.5	278.1	1.12748608943649	4.8
450	17.5	27.2	147	1.03206939880127	4
450	18	27.1	108.9	1.04755917170536	4
450	18.5	26.9	40.6	1.01050970389036	2.8
451	7	24.7	10.2	0.51353048506754	2.7
451	7.5	24.4	44.8	0.376005251747671	2.3
451	8	24.3	192.2	0.243095546241037	0.8
451	8.5	25.5	187.2	0.437404316883316	1.7
451	9	26.5	278.7	0.754968463000363	3.5
451	9.5	26.9	395.7	0.87577507670498	4
451	10	27.3	506.8	1.07443417574132	5.3
451	10.5	27.6	608.2	1.13409823791042	4.7
451	11	27.8	534.3	1.14742393470691	4.4
451	11.5	27.7	427.8	1.04784966440998	4.8
451	12	27.6	343.5	1.11562758256986	5.2
451	12.5	27.8	590.3	1.22217467963895	5.7
451	13	28.1	769.4	1.32741428417837	4.8
451	13.5	28.3	653.1	1.25444847537059	4.8
451	14	27.5	352.2	1.02832607505609	4.8
451	14.5	27.7	487.1	1.04041810650637	4.9
451	15	27.7	468.2	1.04041810650637	4.2
451	15.5	27.6	321.8	1.07499214082063	4.3
451	16	27.3	204.2	1.03450587866985	5.5
451	16.5	27.2	270.2	1.11145935255521	5.4
451	17	27.3	230.2	1.07443417574132	5.3
451	17.5	27	92.1	1.01646280874338	5
451	18	26.4	79.3	0.791843746596724	4.7
451	18.5	24.8	9.7	0.36945212896045	3.2
452	7	24.5	12.5	0.519727035866731	2.6
452	7.5	24.7	72	0.535316626858285	2.4
452	8	25.1	148.8	0.554619633957415	1.9
452	8.5	26	307.3	0.696017179199353	2.6
452	9	26.8	423.6	0.895316138988455	3.3
452	9.5	26.8	318.4	0.919990205810971	4.1
452	10	26	237.7	0.635493946225496	3.6
452	10.5	26.8	584.5	0.863592338788076	4.2
452	11	27.7	831.8	1.28565951732572	4.1
452	11.5	28.2	744.2	1.42698013128767	4.1
452	12	27.8	649.7	1.15489900920011	4.2
452	12.5	27.9	699.7	1.20301005580105	4.1
452	13	27.9	690.1	1.21428827507418	4.6
452	13.5	28.1	820.4	1.29698644958402	4.2
452	14	28.3	748.3	1.36604051765816	4.5
452	14.5	28.4	718	1.3236878070622	3.4
452	15	28.3	645.5	1.23136046662144	3.9
452	15.5	28.3	632.7	1.27753648411974	3.8
452	16	28	494.6	1.17601134412334	4.6
452	16.5	28	438.6	1.18357411804053	3.9
452	17	27.8	352.1	1.08762333876127	3.7
452	17.5	27.5	240.5	1.02465348193089	3.9
452	18	27.5	136.2	0.976909771303282	2.6
452	18.5	26.9	55.1	0.783588226525508	3.1
453	7	25.5	12.4	0.554915924404206	3.2
453	7.5	25.7	59.5	0.594572973396483	3.3
453	8	26.2	164.8	0.72130738496641	3.8
453	8.5	26.4	131.5	0.722987768631792	3.6
453	9	26.6	203.2	0.724593406399522	4.6
453	9.5	27.2	410.9	0.891332662601097	5
453	10	27.3	430.5	0.97642835565681	5.4
453	10.5	27.6	593.6	1.02327430586706	5
453	11	27.8	596.1	1.12126117398069	5.4
453	11.5	27.6	364.7	1.07129800975252	5.2
453	12	27.8	526.4	1.06893565252826	5
453	12.5	27.8	623.8	1.09883595050108	5.2
453	13	28.2	740.6	1.26247571936979	4.9
453	13.5	28.3	745.2	1.21981646224686	5
453	14	28.2	745.4	1.18596203940798	5.2
453	14.5	27.8	331.2	0.949334460636984	4.3
453	15	27.9	523.5	1.12030311446472	5.2
453	15.5	28	559.3	1.19869966587491	5.6
453	16	27.9	429.9	1.24436352646921	4.9
453	16.5	27.8	358.8	1.12499871122729	5
453	17	27.3	203.7	0.972798510468494	4.6
453	17.5	27.3	213.1	0.940129903773657	4.3
453	18	27	76.9	0.866668289560146	4.6
453	18.5	26.8	36.7	0.817769071831974	4.1
454	7	24.9	10.3	0.274023196771848	1.5
454	7.5	25.1	66.2	0.286872224460732	1
454	8	25.3	155.9	0.316112831788224	1
454	8.5	25.8	170.1	0.37880157653546	2.8
454	9	24.9	118	0.229927509934999	3.5
454	9.5	24.1	176.8	0.183150174175936	3.2
454	10	24.4	162.1	0.149790710045821	2.9
454	10.5	25.3	458.5	0.177410262738289	1.4
454	11	25.9	180	0.314200663316416	2.8
454	11.5	24.9	121.3	0.176382747347396	2.5
454	12	25.8	350.9	0.225951817582555	2.4
454	12.5	26.3	156.1	0.462043457239062	5.2
454	13	25.4	335.1	0.305018366379256	3.7
454	13.5	26.7	380.8	0.497595197044248	3.3
454	14	27	214.8	0.706174161863823	4.7
454	14.5	27.1	282	0.789256910188967	5.4
454	15	27.3	185.8	0.885682225948928	4.9
454	15.5	26.9	269.6	0.765859986106379	5.3
454	16	27.1	439	0.72826887621982	4.7
454	16.5	27.3	214.2	0.874792690383982	5.9
454	17	27	114.3	0.78463795762647	4.6
454	17.5	26.9	65.5	0.755223041854902	4.2
454	18	26.7	17.1	0.721863454867007	4
454	18.5	26.7	8.7	0.777930519322698	4.1
455	7	25.1	8.5	0.290059693621406	3.3
455	7.5	25	44.3	0.234471324508382	3
455	8	25.4	113.9	0.350446633712336	2.9
455	8.5	25.8	172.9	0.398738501616274	2.7
455	9	26.2	231.7	0.493347032170422	2.7
455	9.5	26.6	217.2	0.564346787676551	2.9
455	10	26.6	170.1	0.592215764845764	3.6
455	10.5	26.8	295.2	0.641525737385428	3.2
455	11	26.7	286.6	0.588704176784744	3.9
455	11.5	26.6	224.2	0.560863165530399	4
455	12	26.4	159.9	0.433792661179075	3.3
455	12.5	26.6	196.5	0.473772611876611	3.1
455	13	27.1	393.4	0.692393562120321	3.4
455	13.5	26.6	192	0.595699386991915	4.1
455	14	27.1	189.7	0.778494315959118	4
455	14.5	27.1	309.2	0.814369630058616	4.4
455	15	27.2	277.1	0.826377245893325	4.6
455	15.5	27	256.6	0.716873770376911	4.3
455	16	27.1	199.6	0.792844441598917	4.3
455	16.5	27.2	283.6	0.80833407458561	4.1
455	17	26.3	132.7	0.475733633749849	3.4
455	17.5	26.2	166.9	0.319824972579446	3.2
455	18	26.4	155.2	0.509534236940501	4.7
455	18.5	26.1	26	0.46338140781222	4.2
456	7	25.8	3.4	0.475163381092726	2.4
456	7.5	25.9	22.2	0.501384037207046	3
456	8	25.8	44.2	0.475163381092726	2.1
456	8.5	25.9	69.4	0.441217952742201	1.9
456	9	26.2	88	0.425299165664157	2.3
456	9.5	25.9	68.7	0.337598585052744	3.6
456	10	26	184.4	0.282441753877998	3.4
456	10.5	26.3	163.1	0.373057309918946	2.8
456	11	26.3	95.9	0.403860207068217	2.5
456	11.5	26.3	96.7	0.373057309918946	2
456	12	25.1	30.4	0.216747902925886	1.8
456	12.5	24.6	34.4	0.173250485224784	3.1
456	13	23.2	66.1	0.238899613910719	3.7
456	13.5	22.6	106.7	0.175522096214702	2.8
456	14	22.6	150.7	0.178264628968057	2.6
456	14.5	23	174.3	0.148921919934119	2.3
456	15	23.5	186.6	0.133216822715559	1.6
456	15.5	23.9	211.9	0.139430537939417	1.9
456	16	24.2	202.1	0.151026533474134	2.3
456	16.5	24.7	232.2	0.174289134325953	1.6
456	17	25.1	157.6	0.229497779568585	2.2
456	17.5	25.2	129.7	0.349509109611883	2.2
456	18	25.3	76.8	0.348369243195186	1.7
456	18.5	25.1	11.8	0.299622101103431	1.5
457	7	23.3	4	0.12875745087189	0.6
457	7.5	23.4	10.7	0.0921152481550449	0.7
457	8	23.5	13.2	0.0926725723238674	0.8
457	8.5	24	9.6	0.095503600554029	1
457	9	23.8	13.4	0.0825669733232527	2.9
457	9.5	24.3	15.7	0.130663856104557	3.1
457	10	24.5	12.5	0.138388855704159	2.6
457	10.5	24	14.2	0.113410525657909	3.7
457	11	23.9	31.3	0.0771317869452092	3.3
457	11.5	24.1	84	0.0600492374347331	3.8
457	12	24.5	220.3	0.0676567738998112	2.6
457	12.5	24.8	258.7	0.106452308344537	2.8
457	13	25.2	355.6	0.189183829973404	3.3
457	13.5	25	379.1	0.228134261683831	4.4
457	14	25.4	411.4	0.227141336665403	2.9
457	14.5	26.1	264.4	0.361911026539471	3.2
457	15	26	116.2	0.423662630816997	3.5
457	15.5	25.3	61.1	0.245148726692909	4.8
457	16	25.1	25.4	0.149811050551715	2.4
457	16.5	25.2	20.1	0.224455391493869	3.8
457	17	25.2	15.3	0.29179200894203	3.4
457	17.5	25.3	12.4	0.283856420381263	3.2
457	18	25.3	13	0.312887190647528	2.6
457	18.5	25.4	6.8	0.340712004998105	2.6
458	7	25.1	12.9	0.140248643069691	2.6
458	7.5	25.3	67.3	0.180635903878985	2.2
458	8	25.6	143.9	0.249557158558935	2.6
458	8.5	25.8	125.4	0.289085413671799	3.1
458	9	26.1	198	0.365293372581896	3.3
458	9.5	26.5	359.7	0.443284235156176	4.2
458	10	26.7	230.8	0.546653878442976	4.2
458	10.5	26.7	190.2	0.609729325955628	4.8
458	11	26.8	204	0.659150070830083	5.2
458	11.5	27	279.7	0.706174161863823	4.2
458	12	27.1	274.9	0.803607035828767	5.8
458	12.5	27.2	422.6	0.746987292139381	4.5
458	13	27.3	431.1	0.813085322182622	5.4
458	13.5	27	266.1	0.666942263982499	4.5
458	14	27.3	438.3	0.823974857747568	5.2
458	14.5	27.4	356.4	0.912791163582024	6.1
458	15	27.4	344.5	0.931046986853665	6.4
458	15.5	27.5	318.3	0.903457908799276	4.8
458	16	27.2	202.2	0.819159977370239	5.4
458	16.5	27.2	194.7	0.797508171800981	5.3
458	17	27	149	0.759672204429264	4.3
458	17.5	26.9	87.8	0.698492672513689	4.2
458	18	26.7	30.8	0.62374609206955	3.6
458	18.5	26.6	15.5	0.63053560845343	3.5
459	7	25.7	10.5	0.429413814119682	3.8
459	7.5	25.8	25	0.431966710084297	3.3
459	8	26	71	0.474098658295211	3.7
459	8.5	26.4	228.3	0.568061818210693	3.9
459	9	26.8	166	0.704973337786185	4.4
459	9.5	26.6	142.7	0.682789940645704	4.5
459	10	26.7	257.2	0.665796390411318	4.6
459	10.5	27.1	346.4	0.792844441598917	4.5
459	11	27.4	589.2	0.898186504964711	5.3
459	11.5	27.6	457.6	0.930921029164255	4.9
459	12	27.5	429.8	0.885094943173274	5.3
459	12.5	27.7	655.9	1.0106918748919	5.8
459	13	27.8	464.4	1.06519811528166	4.9
459	13.5	27.6	361.6	0.964168208777264	4.2
459	14	27.3	258.4	0.845753928877459	4.2
459	14.5	27.2	201.9	0.844420417201039	4.6
459	15	27.1	173.6	0.825132224288466	4.6
459	15.5	27	156.6	0.770371812942352	3.6
459	16	27.1	268	0.810782098648666	4.8
459	16.5	27.3	226.6	0.860273309630721	5.5
459	17	27.2	160	0.815551343108696	4.9
459	17.5	27.1	81.3	0.792844441598917	4.1
459	18	26.9	61	0.72331220910047	3.8
459	18.5	26.1	13.7	0.466763753854645	3.6
460	7	25.8	21	0.564879543956388	2.9
460	7.5	25.8	67.2	0.541619798028772	2.6
460	8	26.1	117.2	0.551322404915269	2.7
460	8.5	26.3	105.6	0.595522678219236	3
460	9	25.3	175.1	0.299984626084743	3.1
460	9.5	26	290.6	0.386676210666307	3.1
460	10	27.1	595	0.681630967890472	4.2
460	10.5	27.2	456.5	0.725335486570123	4.9
460	11	27.2	436.1	0.765030463447095	5.4
460	11.5	25.2	275.6	0.333476581648035	5.6
460	12	26	904.1	0.497635471118378	4.7
460	12.5	27.2	876.7	0.873289491293382	3.8
460	13	27.2	632.1	0.963505347831955	4.3
460	13.5	27.4	436.8	0.905488834273368	4.3
460	14	26.9	451.4	0.719766561016643	4.7
460	14.5	25.6	466.2	0.485979729825295	4.8
460	15	24.5	286.6	0.273702403503782	4.1
460	15.5	24.7	249.6	0.192962970146591	2.2
460	16	25.5	463.6	0.332949554642524	2.3
460	16.5	26.6	430.7	0.581764898407309	2.7
460	17	26.8	243.4	0.652100337452221	3.8
460	17.5	26.4	54	0.533633829228227	3.7
460	18	26.4	35	0.661017388463352	3.5
460	18.5	26.4	5.6	0.722987768631792	3.6
461	7	22.9	19.2	0.0502719286962424	1.1
461	7.5	23.1	42.8	0.0452304017666609	0.9
461	8	23.4	99.6	0.0431790225726773	0.3
461	8.5	24	128.6	0.0477518002770143	0.5
461	9	25	153.7	0.11089859942964	2.9
461	9.5	26.4	535.8	0.354608286519402	3.5
461	10	27.3	467.5	0.700560121344848	5.3
461	10.5	27.3	476	0.747748108792947	4.6
461	11	27.5	405.2	0.815315673794469	4.3
461	11.5	27.3	326	0.747748108792947	3.8
461	12	27.3	234.8	0.725969037663055	3.7
461	12.5	27.6	340.1	0.842261883529564	4.1
461	13	27.7	406.4	0.839766043108709	4.3
461	13.5	27.9	460.2	0.932332793245811	4.7
461	14	27.5	284.9	0.818988266919669	5
461	14.5	26.6	254.3	0.616601119868824	4.3
461	15	26.6	150.5	0.505125211191975	3.6
461	15.5	26.8	151.6	0.609801937185049	2.9
461	16	26.5	86.6	0.495231606463541	3.2
461	16.5	25.1	126	0.194435618801162	3.6
461	17	24.6	94.1	0.173250485224784	4.5
461	17.5	24.6	73.5	0.179438002554241	2.7
461	18	24.6	38.7	0.160875450565871	2.3
461	18.5	24.5	15.2	0.150690087322307	1.8
462	7	24.8	10.8	0.16594036300766	3
462	7.5	24.9	47.9	0.154334903928972	2.3
462	8	24.9	94.7	0.151185212012054	1.8
462	8.5	25	107.6	0.152089507789221	1.6
462	9	25	22.5	0.155258039201497	3.3
462	9.5	23.8	25.9	0.12974810093654	5.4
462	10	23.7	29.2	0.0937960627545208	4
462	10.5	23.9	35.3	0.074165179755009	2.3
462	11	24	73.3	0.0596897503462681	2.8
462	11.5	23.9	48.1	0.0860316085158106	5.7
462	12	23.4	85.8	0.0834794436405096	3.8
462	12.5	23.5	171.6	0.0839845186685049	2.9
462	13	23.4	110.9	0.0978724511647353	2.7
462	13.5	23.3	105.6	0.120173620813764	2.3
462	14	23.6	145.6	0.107800470667589	1
462	14.5	23.8	183.5	0.19462215140481	1.8
462	15	24.5	224.3	0.365961640639888	1.8
462	15.5	24.9	196	0.478753171371505	3.1
462	16	24.8	196.4	0.453987785586993	3.5
462	16.5	24.4	168.8	0.360720485416465	3.2
462	17	24.4	93.3	0.339321812552777	1.7
462	17.5	24.3	88.6	0.255250323553089	1.3
462	18	24.2	62.5	0.205396085524822	0.9
462	18.5	24.2	23.1	0.181231840168961	1.4
463	7	25.8	9.6	0.475163381092726	3.7
463	7.5	26	36.6	0.551433900428473	3.8
463	8	26	69.2	0.54134669493283	4.2
463	8.5	26.3	206.8	0.609212854730022	4
463	9	26.7	297.7	0.718359263338527	4.3
463	9.5	27	388.3	0.72400684271897	4.6
463	10	26.9	338.2	0.79067952269316	5.3
463	10.5	27.2	445.7	0.851637685724125	5.5
463	11	27.3	373.7	1.03087603348154	7.7
463	11.5	27.2	279.3	0.94546217652424	5.6
463	12	27.3	477.3	0.943759748961972	6
463	12.5	27.6	535	1.01958017479895	6.2
463	13	27.8	646.2	1.12873624847389	6.4
463	13.5	27.5	525.8	1.11279571693569	6.3
463	14	26.8	598.3	0.8776918055438	4
463	14.5	27.9	549.2	1.18421302367916	5.8
463	15	27.7	408.5	1.09615479078349	5.7
463	15.5	27.5	284.5	1.02832607505609	5.7
463	16	27.4	297.9	0.993116785977242	5.6
463	16.5	27.3	219.3	1.03450587866985	5.9
463	17	27.3	185.5	1.02361634310491	5.1
463	17.5	27	126.4	0.966531302348969	4.9
463	18	27	67.3	0.96296476617794	4
463	18.5	26.7	20.1	0.85151854142079	3.4
464	7	24.9	11.8	0.359064878528629	3.3
464	7.5	25.1	39.4	0.411183521727049	3.8
464	8	25.4	63.1	0.425078787188111	3.8
464	8.5	25.8	156.5	0.548265439722377	3.7
464	9	26.2	193.4	0.636247551833578	4.4
464	9.5	26.8	317.2	0.771945804875872	4.5
464	10	27.1	355.7	0.846657412748164	4.9
464	10.5	27	206.5	0.823869855507793	5.1
464	11	27	381.4	0.855968681047058	5.1
464	11.5	27.2	357.7	0.927419005216526	4.9
464	12	27.7	626.9	0.992112980132855	5.9
464	12.5	27.6	499.4	1.00110951945839	6.1
464	13	27.9	798.3	1.19549124295229	7.2
464	13.5	27.7	381.3	1.0998705697353	7.2
464	14	27.5	435.4	0.980582364428482	5.6
464	14.5	27.3	453.7	0.907461297078819	5.6
464	15	27.4	526.3	0.931046986853665	6.5
464	15.5	27.4	300.3	0.916442328236352	5.9
464	16	27.4	299	0.956605139433961	5.2
464	16.5	27.4	192.7	0.963907468742618	5.3
464	17	26.6	137	0.69672442923031	4.7
464	17.5	25.5	68.3	0.362327456522746	3.8
464	18	25.8	62	0.481809022786331	4.1
464	18.5	25.9	30.3	0.521439398695328	4.2
465	7	23.4	19.2	0.0518148270872126	1.2
465	7.5	23.5	58.7	0.0521283219321753	0.7
465	8	23.7	152.8	0.0527602852994178	0.7
465	8.5	24.4	355	0.0855946914547544	1.8
465	9	25.8	457.2	0.285762592824996	2.6
465	9.5	26.2	347.2	0.41849437901353	3.1
465	10	26.8	453	0.630951137318635	4.7
465	10.5	27.5	571.8	0.892440129423675	3.7
465	11	27.7	573.4	0.947523632711154	4.1
465	11.5	26.3	614.2	0.544184516303784	3.7
465	12	26.9	580.7	0.595668878082739	3.9
465	12.5	27.5	492.4	0.782262335667666	3.7
465	13	27.8	735.8	0.92690923715737	4.3
465	13.5	28.1	824.3	1.06877769012642	4.6
465	14	28.1	725.9	1.05356377282925	4.1
465	14.5	28.1	683.5	1.03074289688349	4.4
465	15	28	582.7	1.00963031794512	4.5
465	15.5	27.8	386.2	1.00165998208942	4.5
465	16	27.7	294.8	0.925228959000303	2.9
465	16.5	27.7	411.1	0.917797401096686	3.3
465	17	27.6	228.6	0.871814932074461	3.3
465	17.5	26.5	108	0.498694764550699	3.3
465	18	26.8	149.5	0.638000870696497	3.1
465	18.5	26.6	44.8	0.595699386991915	2.4
466	7	23	2.7	0.0449575607348282	2.5
466	7.5	23	2.6	0.0365280180970479	2.9
466	8	23	4.4	0.0309083230051943	2.9
466	8.5	23.1	8.8	0.0310959012145793	1.5
466	9	23.1	13.6	0.0310959012145793	1.9
466	9.5	23.2	33.5	0.031284473250213	1.3
466	10	23.2	22.2	0.031284473250213	0.6
466	10.5	23.3	64.1	0.0257514901743782	0.8
466	11	23.6	140.3	0.0262217361083326	0.3
466	11.5	23.8	304.7	0.0324370252341349	0.7
466	12	24.3	364.5	0.0334256376081424	0.7
466	12.5	24.4	191.2	0.0489112522598595	1.5
466	13	24.2	163.3	0.0543695520506882	1.6
466	13.5	24.2	181.1	0.0543695520506882	1.4
466	14	24.3	219.9	0.0546964979042333	0.9
466	14.5	24.6	247.7	0.0680626906240224	1.2
466	15	24.8	337.3	0.106452308344537	2
466	15.5	24.8	197.3	0.162809412762232	2.2
466	16	24.7	105	0.155615298505315	2.6
466	16.5	24.4	139.2	0.137562896980855	2
466	17	24.7	88.7	0.161839910445528	2.3
466	17.5	24.4	30.5	0.195645009039439	2.6
466	18	24.4	11.5	0.152847663312062	1
466	18.5	24.2	4.1	0.12384175744879	2.7
467	7	23.5	7.6	0.0231681430809667	1.3
467	7.5	23.4	13.3	0.0230288120387611	0.9
467	8	23.4	13.1	0.0201502105339161	2.4
467	8.5	23.6	76.9	0.0203946836398142	0.7
467	9	23.8	42	0.0235905638066436	0.9
467	9.5	23.8	159.6	0.0235905638066436	0.7
467	10	24.3	338.7	0.0334256376081424	1
467	10.5	24.7	368.4	0.0560215074619134	2
467	11	25.5	491.4	0.19258846788146	1.7
467	11.5	26.2	495.3	0.466127885567916	2.4
467	12	26.5	710.9	0.647610562298477	3.6
467	12.5	27.3	1006.9	0.816715167370937	2.7
467	13	27.7	932.4	0.899218506337644	3.7
467	13.5	27.4	609.3	0.806907388606509	5.3
467	14	27	292.9	0.681208408666617	4.1
467	14.5	26.4	116.8	0.543962225922967	3.4
467	15	25.8	80.4	0.328959263833426	1.7
467	15.5	25.6	84.4	0.223287983973784	1
467	16	25.4	60.8	0.191447698046554	2.4
467	16.5	25.1	79.1	0.172123334676439	1.5
467	17	25.2	82	0.163531785231248	1.5
467	17.5	25.2	56	0.192390335566174	2.4
467	18	25.2	35.5	0.208422863530022	2.7
467	18.5	25.1	13.2	0.254997532853984	2.9
468	7	25.2	35.4	0.202009852344482	3.3
468	7.5	25.5	81.8	0.280722173522128	3.6
468	8	25.7	131.4	0.303892853069314	3.4
468	8.5	26.2	268.3	0.343641725856638	3.8
468	9	26.6	287.5	0.477256234022763	4
468	9.5	27.1	440.7	0.638580590971073	4.7
468	10	26.9	264.9	0.609851470418043	4.8
468	10.5	27.1	375.2	0.638580590971073	4.2
468	11	27.6	602.2	0.901367980619359	6
468	11.5	27.9	796.9	1.02255854743089	6.2
468	12	27.8	737.2	0.971759684116598	5.3
468	12.5	27.9	755.3	1.09398726949408	5.9
